@relation features

@attribute meanXAcc real
@attribute meanYAcc real
@attribute meanZAcc real
@attribute stdX real
@attribute stdY real
@attribute stdZ real
@attribute avgAcc real
@attribute binX1 real
@attribute binX2 real
@attribute binX3 real
@attribute binX4 real
@attribute binX5 real
@attribute binX6 real
@attribute binX7 real
@attribute binX8 real
@attribute binX9 real
@attribute binX10 real
@attribute binY1 real
@attribute binY2 real
@attribute binY3 real
@attribute binY4 real
@attribute binY5 real
@attribute binY6 real
@attribute binY7 real
@attribute binY8 real
@attribute binY9 real
@attribute binY10 real
@attribute binZ1 real
@attribute binZ2 real
@attribute binZ3 real
@attribute binZ4 real
@attribute binZ5 real
@attribute binZ6 real
@attribute binZ7 real
@attribute binZ8 real
@attribute binZ9 real
@attribute binZ10 real
@attribute peakDistX real
@attribute peakDistY real
@attribute peakDistZ real
@attribute activity {1,2,3,4}


@data
4.8381,7.1039,5.105,3.7802,3.6624,5.2479,11.519,0.012,0.046,0.073,0.06,0.209,0.247,0.155,0.145,0.048,0.005,0.014,0.093,0.121,0.137,0.102,0.087,0.081,0.191,0.127,0.047,0.039,0.038,0.017,0.025,0.116,0.274,0.341,0.09,0.03,0.03,520.95,434.76,506.61,2
4.3731,6.7593,4.427,3.3314,3.3742,4.4116,10.5,0.003,0.021,0.073,0.075,0.25,0.233,0.157,0.136,0.046,0.006,0.055,0.077,0.101,0.129,0.089,0.065,0.081,0.129,0.186,0.088,0.028,0.022,0.022,0.031,0.136,0.294,0.313,0.097,0.037,0.02,501.67,515.32,514.26,2
4.913,6.9637,4.6818,3.81,3.3482,4.5259,11.139,0.02,0.025,0.049,0.069,0.164,0.222,0.18,0.142,0.096,0.033,0.078,0.085,0.14,0.104,0.074,0.064,0.099,0.191,0.142,0.023,0.036,0.023,0.011,0.035,0.129,0.275,0.316,0.116,0.048,0.011,645.67,424.19,346.32,2
5.089,6.8284,4.3653,3.8344,3.3655,4.3749,10.967,0.014,0.035,0.061,0.061,0.097,0.23,0.16,0.144,0.123,0.075,0.066,0.081,0.118,0.112,0.084,0.071,0.072,0.177,0.178,0.041,0.035,0.026,0.014,0.06,0.188,0.361,0.233,0.053,0.025,0.005,514.21,402.76,495.63,2
4.9038,6.8434,4.7027,3.9408,3.2847,4.5664,11.144,0.026,0.039,0.05,0.056,0.114,0.211,0.206,0.139,0.114,0.045,0.062,0.085,0.134,0.13,0.072,0.063,0.113,0.23,0.095,0.016,0.018,0.031,0.024,0.032,0.093,0.227,0.336,0.148,0.056,0.035,531.18,541.78,513.68,2
4.7745,6.7194,4.3996,3.504,3.4179,4.2319,10.679,0.006,0.02,0.055,0.059,0.101,0.206,0.175,0.162,0.141,0.075,0.072,0.08,0.138,0.106,0.092,0.072,0.124,0.211,0.086,0.019,0.034,0.023,0.023,0.044,0.148,0.287,0.314,0.083,0.03,0.014,440.5,476.32,463.85,2
4.8817,6.7253,4.5047,3.7329,3.5368,4.3861,10.835,0.015,0.026,0.065,0.051,0.112,0.221,0.173,0.147,0.134,0.056,0.022,0.093,0.102,0.146,0.103,0.083,0.109,0.195,0.124,0.023,0.029,0.03,0.019,0.052,0.15,0.328,0.265,0.092,0.027,0.008,389.35,483.2,482.15,2
4.8986,6.6851,4.5223,3.6352,3.5027,4.4417,10.778,0.02,0.05,0.056,0.058,0.168,0.197,0.143,0.114,0.116,0.078,0.075,0.073,0.126,0.096,0.091,0.068,0.095,0.155,0.151,0.07,0.022,0.031,0.019,0.038,0.145,0.307,0.282,0.099,0.038,0.019,441.68,410.17,502.6,2
5.2772,6.9086,4.7699,3.9853,3.3147,4.5347,11.309,0.014,0.033,0.063,0.064,0.08,0.18,0.191,0.152,0.125,0.098,0.056,0.079,0.121,0.135,0.08,0.058,0.072,0.221,0.152,0.026,0.038,0.021,0.023,0.059,0.16,0.28,0.269,0.103,0.033,0.014,460.94,419.65,391.04,2
5.0334,6.7724,4.693,3.863,3.3395,4.5633,11.048,0.009,0.027,0.045,0.068,0.087,0.19,0.212,0.149,0.133,0.08,0.079,0.081,0.137,0.101,0.082,0.067,0.111,0.244,0.083,0.015,0.015,0.035,0.023,0.044,0.133,0.332,0.29,0.08,0.038,0.01,481.26,377.33,518.79,2
4.1588,7.5197,5.675,3.2097,4.0192,4.949,11.388,0.05,0.083,0.148,0.224,0.205,0.159,0.068,0.037,0.02,0.006,0.024,0.048,0.181,0.128,0.099,0.097,0.145,0.155,0.106,0.017,0.045,0.034,0.052,0.067,0.099,0.276,0.232,0.132,0.04,0.023,309.91,250.47,333.27,2
3.5983,7.5528,5.2975,2.8175,3.7561,4.8985,10.925,0.019,0.067,0.123,0.223,0.226,0.189,0.081,0.04,0.022,0.01,0.035,0.104,0.178,0.107,0.074,0.1,0.149,0.147,0.093,0.013,0.027,0.048,0.044,0.053,0.108,0.308,0.254,0.119,0.015,0.024,345.76,238.5,296.47,2
3.6715,7.6314,5.4228,2.8603,3.9532,4.864,11.075,0.049,0.114,0.189,0.239,0.234,0.095,0.042,0.023,0.013,0.002,0.004,0.048,0.175,0.145,0.1,0.093,0.141,0.163,0.113,0.018,0.021,0.04,0.044,0.069,0.11,0.285,0.248,0.134,0.021,0.028,333.24,261.19,311.42,2
4.2106,7.3535,5.4438,3.3621,3.8858,4.6744,11.142,0.025,0.078,0.119,0.206,0.259,0.15,0.077,0.046,0.032,0.008,0.028,0.068,0.205,0.103,0.089,0.109,0.134,0.14,0.102,0.022,0.033,0.036,0.043,0.066,0.144,0.245,0.267,0.116,0.022,0.028,324.48,259.74,345.45,2
4.096,7.4663,5.4496,3.2803,3.7962,4.7226,11.174,0.042,0.085,0.099,0.201,0.217,0.18,0.082,0.044,0.026,0.024,0.033,0.108,0.196,0.099,0.076,0.118,0.132,0.146,0.083,0.009,0.032,0.042,0.053,0.056,0.118,0.233,0.272,0.134,0.03,0.03,345.1,242.57,312.74,2
4.0376,7.3405,5.4628,3.0336,3.8755,4.8212,11.058,0.02,0.07,0.127,0.214,0.192,0.186,0.091,0.051,0.028,0.021,0.024,0.111,0.176,0.116,0.084,0.132,0.123,0.134,0.086,0.014,0.04,0.046,0.041,0.046,0.138,0.246,0.25,0.125,0.04,0.028,317.52,242.75,293.03,2
3.8917,7.2264,5.2265,2.9719,3.8638,4.5986,10.813,0.034,0.081,0.167,0.224,0.226,0.152,0.057,0.038,0.017,0.004,0.028,0.095,0.2,0.084,0.087,0.134,0.127,0.138,0.091,0.016,0.02,0.037,0.048,0.053,0.107,0.235,0.305,0.144,0.024,0.027,317.31,269.86,277.61,2
4.1484,7.1965,5.1971,3.2607,3.8454,4.4755,10.888,0.041,0.07,0.149,0.215,0.23,0.138,0.073,0.045,0.035,0.004,0.032,0.14,0.168,0.076,0.085,0.14,0.11,0.134,0.096,0.019,0.027,0.033,0.046,0.066,0.134,0.221,0.287,0.141,0.019,0.026,346.66,256.26,275.97,2
3.9543,7.1615,5.1149,3.1139,3.852,4.5072,10.683,0.027,0.073,0.124,0.197,0.228,0.192,0.078,0.042,0.025,0.014,0.024,0.1,0.18,0.115,0.088,0.13,0.119,0.137,0.093,0.014,0.026,0.04,0.056,0.051,0.142,0.254,0.288,0.105,0.015,0.023,358.96,263.32,324.42,2
3.6763,7.1259,4.9812,2.9741,3.7422,4.607,10.46,0.005,0.049,0.083,0.153,0.233,0.25,0.124,0.061,0.03,0.012,0.029,0.127,0.197,0.091,0.089,0.121,0.118,0.124,0.096,0.008,0.021,0.038,0.04,0.055,0.116,0.277,0.312,0.096,0.023,0.022,374.73,247.23,360.48,2
3.4757,7.0616,4.9584,2.6518,3.8448,4.5481,10.414,0.004,0.041,0.101,0.202,0.255,0.229,0.111,0.038,0.014,0.005,0.033,0.163,0.144,0.092,0.111,0.12,0.142,0.113,0.078,0.004,0.02,0.03,0.057,0.054,0.112,0.302,0.261,0.119,0.019,0.026,384.08,291.62,370.38,2
3.9454,7.0313,5.3564,3.0625,3.8116,4.6866,10.819,0.003,0.051,0.099,0.179,0.226,0.24,0.1,0.055,0.034,0.013,0.015,0.142,0.17,0.103,0.103,0.122,0.121,0.127,0.094,0.003,0.02,0.046,0.045,0.067,0.128,0.252,0.274,0.112,0.025,0.031,338.79,266.08,353.82,2
4.1131,7.0827,5.0501,3.1639,3.8123,4.4602,10.755,0.02,0.051,0.117,0.185,0.207,0.206,0.098,0.066,0.029,0.021,0.02,0.128,0.185,0.088,0.092,0.132,0.105,0.132,0.09,0.028,0.03,0.043,0.037,0.057,0.136,0.26,0.265,0.132,0.015,0.025,337,264.14,290.41,2
3.9731,6.891,4.9672,3.0998,3.793,4.4336,10.505,0.017,0.063,0.136,0.195,0.227,0.188,0.077,0.05,0.033,0.014,0.027,0.107,0.193,0.07,0.085,0.128,0.086,0.132,0.095,0.077,0.027,0.037,0.043,0.059,0.155,0.272,0.261,0.108,0.014,0.024,375.23,264.81,297.88,2
4.268,6.9696,4.6844,3.3041,3.7374,4.286,10.577,0.039,0.06,0.182,0.184,0.243,0.151,0.056,0.045,0.033,0.007,0.026,0.117,0.18,0.095,0.087,0.114,0.101,0.145,0.08,0.055,0.026,0.032,0.04,0.069,0.178,0.327,0.197,0.096,0.012,0.023,349.07,305.09,281.83,2
4.0065,6.7623,5.0365,3.1418,3.8402,4.5782,10.541,0.032,0.061,0.136,0.187,0.207,0.191,0.067,0.055,0.041,0.023,0.028,0.108,0.187,0.077,0.091,0.141,0.081,0.136,0.093,0.058,0.033,0.039,0.044,0.062,0.145,0.298,0.223,0.106,0.019,0.031,347.93,316.61,315.29,2
3.9469,6.9096,4.7392,3.0329,3.7693,4.2682,10.323,0.011,0.071,0.105,0.2,0.202,0.211,0.105,0.05,0.023,0.022,0.024,0.167,0.159,0.085,0.102,0.111,0.112,0.125,0.088,0.027,0.029,0.034,0.045,0.067,0.15,0.306,0.24,0.094,0.012,0.023,327.43,280.91,292.97,2
3.7392,6.7288,4.8147,2.9178,3.7874,4.2984,10.197,0.035,0.068,0.142,0.197,0.214,0.163,0.08,0.055,0.024,0.022,0.037,0.145,0.154,0.072,0.099,0.123,0.096,0.127,0.088,0.059,0.017,0.042,0.053,0.067,0.136,0.298,0.251,0.102,0.013,0.021,343.45,325.65,313.25,2
4.0491,6.8991,4.7048,3.1806,3.8112,4.3869,10.43,0.039,0.083,0.197,0.208,0.243,0.112,0.052,0.039,0.025,0.002,0.023,0.132,0.183,0.076,0.082,0.14,0.086,0.131,0.092,0.055,0.024,0.036,0.038,0.063,0.154,0.305,0.254,0.086,0.013,0.027,355.77,295.64,332.57,2
4.3551,6.8962,4.7572,3.353,3.8425,4.4152,10.702,0.029,0.048,0.098,0.174,0.178,0.218,0.112,0.06,0.047,0.036,0.035,0.141,0.171,0.071,0.098,0.138,0.103,0.12,0.093,0.03,0.035,0.037,0.04,0.067,0.189,0.32,0.193,0.079,0.016,0.024,336.8,257.87,361.5,2
4.2416,6.9226,4.9654,3.3653,3.8515,4.3641,10.728,0.025,0.053,0.11,0.203,0.227,0.198,0.083,0.053,0.033,0.015,0.033,0.167,0.143,0.064,0.09,0.135,0.086,0.124,0.083,0.075,0.026,0.033,0.04,0.078,0.157,0.273,0.24,0.109,0.018,0.026,324.72,266.75,353.21,2
4.1651,7.0474,4.8239,3.2322,3.7963,4.324,10.67,0.036,0.054,0.107,0.206,0.198,0.2,0.096,0.053,0.03,0.02,0.031,0.112,0.174,0.08,0.076,0.117,0.111,0.14,0.087,0.072,0.027,0.035,0.043,0.056,0.144,0.272,0.264,0.118,0.018,0.023,327.43,306.66,307.28,2
4.882,7.1222,4.4796,3.4866,3.8194,4.0551,10.85,0.047,0.066,0.148,0.145,0.164,0.188,0.111,0.061,0.031,0.039,0.051,0.183,0.123,0.072,0.091,0.102,0.11,0.138,0.076,0.054,0.018,0.034,0.028,0.065,0.144,0.275,0.289,0.112,0.013,0.022,359.96,296.26,272.78,2
4.5096,6.9783,4.7294,3.3235,3.8421,4.2365,10.745,0.052,0.074,0.143,0.134,0.188,0.189,0.105,0.056,0.026,0.033,0.032,0.176,0.132,0.063,0.095,0.128,0.096,0.127,0.087,0.064,0.034,0.03,0.034,0.079,0.163,0.286,0.262,0.084,0.008,0.02,347.1,347.96,275.29,2
3.8549,6.8212,4.7368,2.974,3.7175,4.3364,10.266,0.003,0.037,0.102,0.213,0.233,0.233,0.094,0.049,0.026,0.01,0.036,0.184,0.144,0.078,0.109,0.1,0.099,0.129,0.084,0.037,0.021,0.038,0.046,0.075,0.192,0.347,0.187,0.069,0.006,0.019,336.54,298.73,317.42,2
3.7987,6.9817,5.1549,2.9156,3.8499,4.6937,10.605,0.01,0.054,0.091,0.179,0.192,0.25,0.114,0.058,0.031,0.021,0.03,0.136,0.175,0.089,0.097,0.116,0.077,0.127,0.098,0.055,0.027,0.034,0.037,0.063,0.12,0.283,0.248,0.132,0.03,0.026,377.12,251.72,330.6,2
4.2331,7.139,5.3719,3.2222,3.7527,4.7242,11.071,0.019,0.058,0.133,0.195,0.197,0.209,0.086,0.052,0.026,0.025,0.017,0.066,0.228,0.116,0.079,0.112,0.098,0.13,0.102,0.052,0.041,0.034,0.038,0.068,0.153,0.274,0.212,0.125,0.028,0.027,372.81,287,302.09,2
4.2753,7.0549,5.4094,3.365,3.6791,4.5469,10.964,0.015,0.059,0.106,0.215,0.231,0.196,0.09,0.044,0.037,0.007,0.02,0.093,0.213,0.112,0.08,0.113,0.097,0.14,0.097,0.035,0.022,0.026,0.051,0.079,0.131,0.249,0.258,0.125,0.033,0.026,339.41,257.84,325.83,2
2.7628,6.2037,3.42,2.4375,4.5299,3.0641,8.4463,0.004,0.036,0.124,0.338,0.32,0.138,0.02,0.014,0.002,0.004,0.028,0.138,0.158,0.198,0.25,0.124,0.056,0.038,0.004,0.006,0.002,0,0.012,0.016,0.052,0.254,0.37,0.228,0.05,0.016,423.95,420.27,361.81,3
2.7691,5.1649,2.5887,2.6012,4.3378,2.6842,7.1973,0.006,0.004,0.002,0.05,0.164,0.402,0.22,0.112,0.028,0.012,0.046,0.158,0.176,0.354,0.178,0.054,0.022,0.004,0.006,0.002,0.002,0.01,0.026,0.15,0.48,0.274,0.04,0.006,0.01,0.002,483.41,393.8,284.7,3
2.9518,5.4202,2.8514,2.3612,4.2243,2.7654,7.7155,0.004,0.006,0.028,0.114,0.25,0.302,0.206,0.07,0.014,0.006,0.022,0.13,0.116,0.176,0.24,0.174,0.078,0.028,0.026,0.01,0.01,0.014,0.086,0.268,0.374,0.16,0.048,0.026,0.006,0.008,390.61,454.67,313.84,3
2.8073,5.5432,2.8599,2.4769,4.215,2.8218,7.7485,0.006,0.006,0.036,0.126,0.298,0.32,0.156,0.04,0.008,0.004,0.094,0.144,0.154,0.246,0.166,0.128,0.038,0.016,0.004,0.01,0.006,0.01,0.01,0.072,0.27,0.408,0.15,0.052,0.016,0.006,494.55,410.52,331.31,3
3.0497,6.3157,2.3259,2.3855,4.984,2.6193,8.1857,0.002,0.002,0.018,0.048,0.202,0.328,0.202,0.15,0.044,0.004,0.078,0.182,0.116,0.27,0.186,0.096,0.042,0.018,0.008,0.004,0.004,0.006,0.008,0.034,0.138,0.544,0.2,0.04,0.02,0.006,412,438.1,303.45,3
2.6874,5.6651,2.5919,2.3658,4.3402,2.4737,7.5593,0.002,0.004,0.004,0.038,0.176,0.358,0.29,0.108,0.014,0.006,0.074,0.162,0.186,0.28,0.178,0.076,0.028,0.006,0.008,0.002,0.006,0.006,0.02,0.13,0.356,0.356,0.098,0.018,0.004,0.006,494.05,466.3,412.48,3
2.5765,4.8174,2.6267,2.3253,4.1931,3.1363,6.8583,0.002,0.002,0.012,0.03,0.218,0.464,0.208,0.056,0.006,0.002,0.026,0.116,0.182,0.35,0.192,0.098,0.024,0.002,0.008,0.002,0.002,0.004,0.026,0.238,0.64,0.07,0.016,0.002,0,0.002,452.32,490.5,356.82,3
2.3838,4.9821,2.3063,2.0297,3.747,2.5852,6.6821,0.006,0.002,0.042,0.138,0.308,0.328,0.124,0.042,0.008,0.002,0.072,0.144,0.116,0.22,0.208,0.152,0.046,0.024,0.01,0.008,0.004,0.006,0.006,0.022,0.266,0.552,0.126,0.008,0.006,0.004,522.61,466.35,361.81,3
2.3939,4.784,2.4784,2.2268,4.2333,3.286,6.6963,0.002,0,0.006,0.01,0.056,0.23,0.436,0.194,0.056,0.01,0.088,0.134,0.186,0.354,0.166,0.044,0.016,0.004,0.006,0.002,0.004,0,0.02,0.2,0.706,0.052,0.012,0.004,0,0.002,484.45,507.84,370.35,3
2.7652,5.4153,2.6294,2.5601,3.9655,2.8848,7.4154,0.002,0.002,0.004,0.004,0.062,0.198,0.43,0.218,0.066,0.014,0.07,0.122,0.122,0.142,0.252,0.168,0.086,0.016,0.014,0.008,0.002,0.006,0.002,0.044,0.24,0.556,0.122,0.016,0.01,0.002,443.15,428.3,369.3,3
2.2989,4.7045,2.4963,2.1818,3.5883,2.4732,6.4712,0.012,0.018,0.034,0.168,0.388,0.26,0.092,0.018,0.004,0.006,0.072,0.118,0.098,0.176,0.252,0.146,0.078,0.04,0.014,0.006,0.002,0.004,0.008,0.034,0.196,0.482,0.246,0.02,0.006,0.002,476.35,487.89,339.44,3
2.5403,4.2627,4.5222,2.4076,3.6823,4.2724,7.5425,0.01,0.108,0.39,0.304,0.122,0.04,0.014,0.008,0.002,0.002,0.08,0.208,0.302,0.224,0.09,0.05,0.018,0.02,0.002,0.006,0.012,0.058,0.214,0.378,0.238,0.056,0.022,0.014,0.004,0.004,341.57,323.12,327.36,3
2.1936,3.4928,3.5421,2.2338,3.3571,3.4841,6.1142,0.006,0.02,0.156,0.478,0.224,0.078,0.022,0.008,0.004,0.004,0.018,0.052,0.248,0.358,0.186,0.058,0.028,0.032,0.018,0.002,0.012,0.08,0.232,0.444,0.172,0.036,0.016,0.002,0.004,0.002,430.04,388.36,314.23,3
2.2943,3.7211,3.6251,2.0765,3.2643,3.1382,6.4709,0.004,0.026,0.068,0.29,0.35,0.17,0.054,0.026,0.006,0.006,0.02,0.128,0.256,0.28,0.18,0.058,0.034,0.02,0.018,0.006,0.008,0.048,0.206,0.344,0.262,0.104,0.016,0.006,0.002,0.004,366.46,427.59,411.29,3
2.5211,3.8849,3.8802,2.4093,3.6699,4.1681,6.8313,0.012,0.294,0.488,0.156,0.044,0.002,0.002,0,0,0.002,0.024,0.242,0.366,0.226,0.072,0.046,0.012,0.006,0.002,0.004,0.002,0.004,0.006,0.05,0.38,0.472,0.072,0.006,0.002,0.006,350.36,392.4,324.97,3
2.6053,3.701,4.129,2.3578,3.207,4.6282,7.0165,0.016,0.04,0.11,0.274,0.304,0.134,0.058,0.03,0.022,0.012,0.02,0.092,0.194,0.27,0.216,0.104,0.05,0.028,0.012,0.014,0.002,0.006,0.046,0.192,0.536,0.182,0.02,0.006,0.002,0.008,448.64,384.32,374.19,3
2.3708,3.8637,3.9255,2.2756,3.4357,3.8705,6.7898,0.012,0.136,0.374,0.332,0.092,0.036,0.01,0.004,0.002,0.002,0.072,0.248,0.278,0.208,0.086,0.052,0.024,0.014,0.008,0.01,0.008,0.05,0.206,0.462,0.206,0.038,0.022,0.004,0.002,0.002,396.74,412.96,352.5,3
2.4651,3.7118,3.8238,2.22,3.406,3.5635,6.6344,0.004,0.03,0.142,0.342,0.29,0.108,0.044,0.032,0.004,0.004,0.112,0.306,0.364,0.11,0.056,0.036,0.014,0,0,0.002,0.002,0.022,0.15,0.42,0.328,0.058,0.012,0.004,0.002,0.002,332.36,437.38,330.93,3
2.2985,3.6606,3.5288,2.2925,3.2809,3.5807,6.3724,0.026,0.102,0.4,0.31,0.094,0.042,0.02,0,0.004,0.002,0.022,0.112,0.218,0.352,0.158,0.082,0.03,0.016,0.006,0.004,0.034,0.16,0.45,0.294,0.034,0.014,0.008,0.004,0,0.002,459.48,373.09,323,3
2.5924,3.6237,3.7499,2.333,3.2909,4.078,6.643,0.002,0.004,0.03,0.268,0.404,0.2,0.052,0.028,0.01,0.002,0.002,0.006,0.054,0.284,0.418,0.154,0.052,0.022,0.006,0.002,0.028,0.084,0.242,0.474,0.136,0.02,0.006,0.002,0.002,0.006,360.96,398.27,340.12,3
2.4193,3.6146,3.2075,2.0821,3.2101,3.3141,6.1616,0.006,0.028,0.076,0.272,0.292,0.16,0.082,0.052,0.022,0.01,0.032,0.19,0.308,0.262,0.1,0.064,0.026,0.008,0.002,0.008,0.012,0.042,0.182,0.488,0.208,0.044,0.018,0.002,0,0.004,353.21,420.39,353.96,3
2.1786,3.351,3.2511,2.0264,2.8692,3.1947,5.8817,0.002,0.008,0.088,0.278,0.356,0.15,0.066,0.028,0.014,0.01,0.004,0.06,0.22,0.31,0.218,0.086,0.066,0.018,0.012,0.006,0.002,0,0.014,0.078,0.334,0.454,0.098,0.008,0.01,0.002,416.33,484.45,331.96,3
2.802,3.2497,3.4898,2.6271,2.8783,3.2757,6.318,0.012,0.136,0.43,0.262,0.098,0.036,0.018,0.006,0,0.002,0.022,0.142,0.264,0.256,0.174,0.058,0.036,0.018,0.016,0.014,0.004,0.012,0.06,0.154,0.386,0.264,0.088,0.018,0.008,0.006,349.42,419.36,325.76,3
2.6471,3.2314,3.3344,2.5556,2.7945,3.5354,6.104,0.018,0.068,0.348,0.346,0.146,0.046,0.014,0.008,0.002,0.004,0.022,0.128,0.278,0.262,0.156,0.084,0.026,0.024,0.008,0.012,0.008,0.032,0.082,0.248,0.474,0.114,0.018,0.008,0.01,0.006,340.93,409.87,324.97,3
0.21327,0.19263,0.42421,0.22278,0.22064,0.46888,0.55597,0.003,0.001,0.002,0.012,0.054,0.263,0.501,0.131,0.02,0.013,0.007,0.006,0.043,0.405,0.442,0.075,0.011,0.003,0.006,0.002,0.007,0.007,0.015,0.036,0.18,0.509,0.198,0.03,0.013,0.005,529.95,422.13,526.16,4
0.34354,0.38368,0.74537,0.30694,0.35797,0.73591,0.97612,0.007,0.016,0.045,0.118,0.301,0.31,0.124,0.06,0.016,0.003,0.006,0.013,0.038,0.101,0.313,0.34,0.129,0.039,0.01,0.011,0.004,0.01,0.013,0.04,0.177,0.422,0.229,0.077,0.018,0.01,522,486.15,633.62,4
0.2176,0.24135,0.41748,0.21766,0.28175,0.55765,0.58186,0.004,0.01,0.032,0.142,0.509,0.25,0.045,0.006,0,0.002,0.002,0.006,0.068,0.428,0.448,0.036,0.004,0.003,0.002,0.003,0.004,0.002,0.005,0.004,0.06,0.582,0.292,0.039,0.006,0.006,272.93,375.52,391.39,4
0.07883,0.04525,0.03531,0.040877,0.029883,0.025484,0.10472,0.012,0.084,0.174,0.113,0.093,0.101,0.111,0.192,0.099,0.021,0.008,0.021,0.131,0.217,0.23,0.231,0.139,0.018,0.003,0.002,0.007,0.049,0.149,0.28,0.242,0.218,0.045,0.008,0,0.002,133.57,152.86,157.05,4
0.079753,0.043632,0.034495,0.040989,0.027572,0.024879,0.10364,0.003,0.022,0.144,0.151,0.108,0.096,0.122,0.176,0.146,0.032,0.015,0.113,0.176,0.206,0.179,0.19,0.106,0.013,0.001,0.001,0.002,0.021,0.084,0.177,0.242,0.224,0.165,0.069,0.014,0.002,142.35,141.79,150.7,4
0.080623,0.051371,0.043254,0.047298,0.037626,0.040937,0.11638,0.013,0.082,0.178,0.164,0.149,0.14,0.195,0.068,0.01,0.001,0.014,0.088,0.197,0.203,0.218,0.173,0.068,0.025,0.008,0.006,0.002,0.002,0.002,0.006,0.048,0.337,0.463,0.112,0.024,0.004,165.14,316.9,250.89,4
0.26043,0.24115,0.39303,0.22225,0.20725,0.35059,0.59542,0.002,0.016,0.054,0.118,0.344,0.307,0.109,0.041,0.007,0.002,0.006,0.007,0.044,0.127,0.324,0.291,0.137,0.047,0.013,0.004,0.002,0.002,0.015,0.033,0.15,0.388,0.258,0.116,0.027,0.009,496.53,293.2,392.52,4
0.1067,0.12045,0.13215,0.081302,0.13292,0.14812,0.24073,0.001,0.007,0.032,0.128,0.242,0.282,0.21,0.076,0.018,0.004,0.009,0.016,0.035,0.098,0.406,0.341,0.064,0.015,0.012,0.004,0.004,0.015,0.035,0.089,0.4,0.329,0.078,0.022,0.016,0.012,173.05,375.65,398.22,4
0.19047,0.15463,0.33389,0.21548,0.19474,0.48196,0.45719,0.003,0.001,0.016,0.024,0.05,0.301,0.452,0.103,0.041,0.009,0.008,0.017,0.108,0.586,0.237,0.031,0.007,0.002,0,0.004,0.004,0.005,0.012,0.03,0.081,0.683,0.135,0.033,0.012,0.005,347.6,571.69,389,4
0.25573,0.18317,0.36343,0.35196,0.23635,0.51489,0.53471,0.01,0.006,0.017,0.027,0.557,0.331,0.024,0.017,0.006,0.005,0.005,0.003,0.017,0.085,0.636,0.222,0.018,0.006,0.005,0.003,0.006,0.004,0.007,0.012,0.107,0.707,0.12,0.025,0.007,0.005,525.19,330.36,526.43,4
0.13305,0.13701,0.21446,0.133,0.16584,0.2445,0.32111,0.002,0.004,0.003,0.011,0.129,0.449,0.313,0.065,0.017,0.007,0.009,0.023,0.046,0.301,0.52,0.072,0.021,0.005,0.001,0.002,0.002,0.005,0.01,0.057,0.429,0.433,0.052,0.009,0,0.003,268.7,557.38,410.95,4
0.073195,0.043145,0.042211,0.041565,0.035595,0.039087,0.10438,0.007,0.05,0.147,0.167,0.14,0.131,0.161,0.162,0.029,0.006,0.003,0.009,0.021,0.148,0.351,0.356,0.093,0.012,0.004,0.003,0.001,0.006,0.002,0.007,0.028,0.206,0.426,0.262,0.053,0.009,140.04,178.42,169.67,4
0.075628,0.040566,0.043354,0.048105,0.03185,0.05826,0.10568,0.002,0,0.001,0.037,0.233,0.255,0.258,0.198,0.014,0.002,0.002,0.001,0.022,0.246,0.397,0.3,0.025,0.004,0.002,0.001,0.001,0.002,0,0,0.025,0.823,0.14,0.005,0.001,0.003,138.07,175.77,169.76,4
0.078663,0.073686,0.0756,0.057318,0.070904,0.071129,0.15142,0.001,0.002,0.017,0.095,0.263,0.268,0.219,0.106,0.024,0.005,0.002,0.002,0.005,0.123,0.446,0.314,0.084,0.014,0.002,0.008,0.013,0.043,0.167,0.368,0.289,0.087,0.019,0.006,0.005,0.003,200.44,456.68,333.03,4
0.157,0.15462,0.25225,0.12881,0.13353,0.21628,0.37198,0.003,0.004,0.027,0.132,0.268,0.309,0.17,0.054,0.028,0.005,0.002,0.007,0.049,0.172,0.42,0.287,0.05,0.009,0.001,0.003,0.005,0.006,0.012,0.074,0.211,0.356,0.211,0.095,0.027,0.003,296.06,288.64,302.2,4
0.24158,0.27348,0.49597,0.20633,0.23655,0.44632,0.65392,0.009,0.022,0.112,0.227,0.314,0.202,0.073,0.026,0.007,0.008,0.004,0.007,0.033,0.071,0.231,0.347,0.205,0.076,0.022,0.004,0.007,0.024,0.075,0.276,0.347,0.179,0.062,0.017,0.008,0.005,329.18,317.86,418.95,4
0.46955,0.54087,0.9185,0.41887,0.45873,0.81898,1.2392,0.006,0.002,0.021,0.072,0.185,0.369,0.238,0.075,0.024,0.008,0.012,0.035,0.075,0.179,0.302,0.233,0.107,0.035,0.013,0.009,0.007,0.02,0.039,0.133,0.268,0.317,0.135,0.061,0.014,0.006,287.71,274.07,298.74,4
0.29213,0.30744,0.61455,0.23723,0.25571,0.48946,0.79455,0.003,0.001,0.011,0.038,0.125,0.276,0.319,0.178,0.037,0.012,0.004,0.011,0.035,0.09,0.216,0.311,0.22,0.081,0.024,0.008,0.006,0.018,0.045,0.139,0.221,0.277,0.167,0.079,0.037,0.011,395.21,334.69,474.42,4
0.23749,0.28622,0.47346,0.2197,0.26823,0.45331,0.64634,0.007,0.012,0.041,0.17,0.41,0.256,0.083,0.015,0.004,0.002,0.004,0.004,0.019,0.112,0.38,0.351,0.099,0.021,0.006,0.004,0.003,0.004,0.017,0.026,0.172,0.395,0.274,0.083,0.022,0.004,329.33,354.77,359.4,4
